id,language,prompt,domain
gpt-25,mai,कोनो तारा के परिक्रमा करय वाला ग्रह के समूह के की कहल जाय छै?,astronomy
gpt-26,mai,सूर्य पूर्व मे उगैत आ पश्चिम मे डूबैत किएक देखाइत अछि ?,astronomy
gpt-27,mai,ब्लैक होल की होइत छैक ?,astronomy
gpt-28,mai,आकाशगंगा की होइत अछि ?,astronomy
gpt-29,mai,धूमकेतु की होइत अछि ?,astronomy
gpt-30,mai,हमरऽ सौरमंडल केरऽ सबसें बड़ऽ तारा की छै ?,astronomy
gpt-31,mai,चीन के पहिल सम्राट के छलाह ?,history
gpt-32,mai,अमेरिकाक पहिल राजधानी कोन शहर छल ?,history
gpt-33,mai,अमेरिका कोन साल मे अपन आजादी के घोषणा केलक?,history
gpt-34,mai,मनुष्य कोन साल मे सबसँ पहिने चान पर उतरल?,history
gpt-35,mai,इतिहासक सबसँ पैघ सटल भूमि साम्राज्य कोन साम्राज्य छल ?,history
gpt-36,mai,मिस्रक कोन प्राचीन संरचना अपन त्रिकोणीय आकारक लेल जानल जाइत अछि ?,history
gpt-37,mai,द्वितीय विश्वयुद्ध के अधिकांश समय में ब्रिटेन के प्रधानमंत्री के छलाह ?,history
gpt-38,mai,टाइटैनिक कोन साल मे डूबि गेल छल?,history
gpt-39,mai,दक्षिण अफ्रीका के पहिल अश्वेत राष्ट्रपति के छलाह ?,history
gpt-40,mai,रूसी क्रांति कोन साल भेल ?,history
gpt-41,mai,दस आ पाँचक योग की अछि ?,maths
gpt-42,mai,सातकेँ तीनसँ कतेक गुणा कएल जाइत अछि ?,maths
gpt-43,mai,सोलहक वर्गमूल की होइत छैक ?,maths
gpt-44,mai,पनरहसँ आठ घटा देब तँ की परिणाम हेतैक।,maths
gpt-45,mai,बीस के चारि सँ भागि क' की मानब?,maths
gpt-46,mai,छह आ नौ के गुणनफल की होइत छैक ?,maths
gpt-47,mai,बारह आ अठारह जोड़ला पर कतेक भेटैत अछि?,maths
gpt-48,mai,तीस केँ पाँच सँ भाग देला पर भागफल की होइत छैक?,maths
gpt-49,mai,जँ तीन के वर्ग के चारि के वर्ग में जोड़ब त की परिणाम होयत?,maths
gpt-50,mai,सत्रहकेँ सातसँ भागि देब तँ की शेष अछि ?,maths
gpt-51,mai,कतेक महाद्वीप अछि ?,geography
gpt-52,mai,दुनिया मे कोन नदी सबसँ नमहर अछि ?,geography
gpt-53,mai,उत्तरी अमेरिकाक सबसँ ऊँच पहाड़ की अछि ?,geography
gpt-54,mai,भूमि क्षेत्रफलक हिसाबसँ कोन महाद्वीप सबसँ पैघ अछि ?,geography
gpt-55,mai,भूमि क्षेत्रफलक हिसाबसँ सबसँ छोट महाद्वीप की अछि ?,geography
gpt-56,mai,कोन देशक तटरेखा सबसँ नमहर अछि ?,geography
gpt-57,mai,दक्षिण अमेरिका के पश्चिम में कोन महासागर पड़ैत अछि ?,geography
gpt-58,mai,ब्राजील के राजभाषा की अछि ?,geography
gpt-59,mai,दुनियाँक सबसँ ऊँच झरना की अछि ?,geography
gpt-60,mai,भूमि क्षेत्रफल के हिसाब स दुनिया के सबस पैघ देश की अछि ?,geography
gpt-61,mai,तीनू प्राथमिक रंग की अछि ?,art
gpt-62,mai,चित्र की होइत छैक ?,art
gpt-63,mai,कोन कला रूप मे कलाकृति बनेबा मे कैमरा क उपयोग होइत अछि ?,art
gpt-64,mai,मूर्तिकला के निर्माण में कोन-कोन प्राथमिक सामग्री के प्रयोग होइत अछि ?,art
gpt-65,mai,मोनालिसा के पेंटिंग के केलक?,art
gpt-66,mai,कागज तह करबाक कला के की कहल जाइत छैक ?,art
gpt-67,mai,कोलाज की होइत छैक ?,art
gpt-68,mai,लाल आ पीयर रंग मिला कए की भेटैत अछि?,art
gpt-69,mai,जखन अहाँ कोनो आन रंग मे उज्जर रंग मिलाबैत छी तखन की होइत अछि?,art
gpt-70,mai,जखन अहाँ कोनो आन रंग मे कारी रंग मिलाबैत छी तखन की होइत अछि?,art
gpt-71,mai,फुटबॉल में गोलकीपर के छोड़ि शरीर के कोन अंग के गेंद के छूबय के अनुमति नै छै?,sports
gpt-72,mai,"गोल गेंद आरू घेरा के प्रयोग करै वाला खेल की छै, आरू खिलाड़ी गेंद क॑ घेरा के माध्यम स॑ फेंकी क॑ अंक अर्जित करै छै ।",sports
gpt-73,mai,गेंदबाजीक गेंद मारि क' सभ पिन खसा देला पर एकरा की कहैत छी?,sports
gpt-74,mai,एहन खेल की होइत छैक जाहि मे बल्ले सं गेंद मारब आ बेस के चारू कात दौड़ब होइत छैक?,sports
gpt-75,mai,"कोन खेल मे तैरब, बाइक चलाबय आ दौड़ मे दौड़ब शामिल अछि?",sports
gpt-76,mai,कोन खेल में खिलाड़ी सब सं कम स्ट्रोक के उपयोग क एकटा छोट सन उज्जर गेंद के कोर्स पर छेद के श्रृंखला में डूबा देबय के कोशिश करैत छथि ?,sports
gpt-77,mai,एहन खेल की होइत छैक जाहि मे बोर्ड पर लहर पर सवार भ' क' ठाढ़ भ' क' संतुलन बनेबाक प्रयास कयल जाइत छैक?,sports
gpt-78,mai,कोन एहन खेल छै जेकरा मे जूता सं जुड़ल तेज ब्लेड कें उपयोग सं बर्फ पर सरकनाय शामिल छै?,sports
gpt-79,mai,कोन खेल में स्की के जोड़ी पर बर्फीला ढलान पर फिसलनाय शामिल छै?,sports
gpt-80,mai,कोन खेल मे एथलीट हेवी मेटल के गेंद के जतेक दूर तक फेंक सकय छथिन्ह.,sports
gpt-81,mai,संगीत मे अलग-अलग पिच के प्रतिनिधित्व करय वाला लिखित प्रतीक के हम की कहैत छी ?,music
gpt-82,mai,शास्त्रीय संगीतकार के एकटा पैघ समूह के की नाम छै जे एक संग बजबैत छैथ ?,music
gpt-83,mai,संगीत मे कोनो ध्वनिक उच्चता वा नीचता केँ हम की कहैत छी ?,music
gpt-84,mai,एक संग प्रस्तुति देबय वाला गायक के समूह के लेल की शब्द छै?,music
gpt-85,mai,मानक गिटार मे कतेक तार होइत छैक ?,music
gpt-86,mai,संगीत मे गीतक गति के की शब्द होइत छैक ?,music
gpt-87,mai,कोनो एहन वाद्ययंत्रक उदाहरण की अछि जकरा अहाँ संगीत बनेबाक लेल उड़ा दैत छी ?,music
gpt-88,mai,कोन वाद्ययंत्र अछि जकरा अहाँ लाठीसँ मारि बजबैत छी ?,music
gpt-89,mai,संगीत लिखनिहार व्यक्तिक नाम की होइत छैक ?,music
gpt-90,mai,मानक पियानो पर की कोन रंगक होइत छैक ?,music
gpt-91,mai,सबसँ पैघ जमीनक जानवर की होइत अछि ?,animals
gpt-92,mai,मधुमाछी फूलसँ की संग्रह करैत अछि ?,animals
gpt-93,mai,सबसँ तेज जमीनी जानवर की होइत अछि ?,animals
gpt-94,mai,कोन जानवर अपन कूबड़क लेल जानल जाइत अछि आ मरुभूमि मे रहैत अछि ?,animals
gpt-95,mai,जे चिड़ै हेल सकैत अछि मुदा उड़ि नहि सकैत अछि ओकर उदाहरण की अछि ?,animals
gpt-96,mai,कोन सरीसृप अपन त्वचा के रंग बदलि क अपन आसपास के संग मिलाबय लेल जानल जाइत अछि ?,animals
gpt-97,mai,कोन जानवरक गर्दन बहुत नमहर होइत अछि आ गाछ पर ऊँच पात धरि पहुँचबाक लेल जानल जाइत अछि ?,animals
gpt-98,mai,कोन चिड़ै अपन रंग-बिरंगक पंख आ मनुक्खक आवाजक नकल करबाक क्षमता लेल जानल जाइत अछि ?,animals
gpt-99,mai,"कोन छोट, निशाचर स्तनधारी गाछ मे उल्टा लटकल रहबाक लेल जानल जाइत अछि ?",animals
gpt-100,mai,सबसँ पैघ पैघ बिलाड़ि की होइत अछि आ अपन विशिष्ट कारी आ नारंगी रंगक पट्टी लेल जानल जाइत अछि ?,animals
lmsys-1,mai,ब्राजील के पहिल राष्ट्रपति के छलाह ?,none
lmsys-2,mai,फ्रांसक राजधानी की अछि ?,none
lmsys-3,mai,की बेसी वजन छै: दू पाउंड पंख आकि एक पाउंड ईंट?,none
lmsys-4,mai,2013 मे अमेरिकाक राष्ट्रपति के छलाह ?,none
lmsys-5,mai,"यदि कोनो रेखाखण्ड के अंतिम बिन्दु (2, -2) आरू (10, -2) छै, त॑ खण्ड केरऽ लम्बाई कितना होय छै ?",none
lmsys-6,mai,तंजानियाक राजधानी की अछि ?,none
lmsys-7,mai,दू प्लस दू की होइत छैक ?,none
lmsys-8,mai,121 के वर्गमूल कि अछि ?,none
lmsys-9,mai,केरा की होइत छैक ?,none
lmsys-10,mai,पाँचक शक्तिसँ तीन की होइत छैक ?,none
lmsys-11,mai,एकटा गाछ पर दस टा चिड़ै अछि। एकटा उड़ि गेल त गाछ पर कतेक बचल अछि।,none
lmsys-12,mai,सौरमंडल मे कतेक ग्रह अछि ?,none
lmsys-13,mai,जापानक सबसँ ऊँच पहाड़ की अछि ?,none
lmsys-14,mai,जँ अहाँ कोनो दौड़ मे रहितहुँ आ दोसर स्थान पर ओहि व्यक्ति केँ पास क' दैतहुँ त' आब कोन स्थान पर रहितहुँ?,none
lmsys-15,mai,बिलाड़ि के फंग होइत छैक की ?,none
lmsys-16,mai,आकाश कोन रंगक अछि ?,none
lmsys-17,mai,चान पर पहिल आदमी के छल?,none
lmsys-18,mai,यदि x+y = 8 आ (x/2) = 3 तखन x आ y के लेल मान की अछि ?,none
lmsys-19,mai,दू के शक्ति के पन्द्रह की छै?,none
lmsys-20,mai,जर्मनीक राजधानी की अछि ?,none
lmsys-21,mai,हरियर गाड़ी कोन रंगक होइत छैक ?,none
lmsys-22,mai,भारतक पहिल प्रधानमंत्री के छलाह ?,none
lmsys-23,mai,कोन जानवर बेसी तेज दौड़ि सकैत अछि : कछुआ आकि खरगोश ?,none
lmsys-24,mai,180 डिग्री के साइन की अछि ?,none
lmsys-25,mai,2020 मे कोन देश मे सबस बेसी आबादी छल?,none
lmsys-26,mai,एफिल टावर कतेक ऊँच अछि ?,none
lmsys-27,mai,कुकुर की होइत छैक ?,none
lmsys-28,mai,अगर कोनो गाड़ी दू घंटा मे 120 मील के यात्रा करैत अछि त ओकर औसत गति मील प्रति घंटा मे की अछि?,none
lmsys-29,mai,एक प्लस दू माइनस तीन प्लस चारि माइनस पांच की होइत छैक?,none
lmsys-30,mai,भारतक राजधानी की अछि ?,none
lmsys-31,mai,पहिल सात अभाज्य संख्या की अछि ?,none
lmsys-32,mai,नेबो की होइत छैक ?,none
lmsys-33,mai,मुर्गी मे कतेक पैर होइत छैक?,none
lmsys-34,mai,ब्राजील के राजधानी की अछि ?,none
lmsys-35,mai,दूक वर्गमूल की होइत छैक ?,none
lmsys-36,mai,2017 मे ऑस्ट्रेलिया के प्रधानमंत्री के छलाह?,none
lmsys-37,mai,2018 मे फुटबॉल विश्व कप कोन टीम जीतने छल ?,none
lmsys-38,mai,एक प्लस एक की होइत छैक ?,none
lmsys-39,mai,2016 मे पोलैंड के राष्ट्रपति के छलाह?,none
lmsys-40,mai,अमेरिकाक पहिल राष्ट्रपति के छलाह ?,none
lmsys-41,mai,पाँच अभाज्य संख्या अछि की ?,none
lmsys-42,mai,आइ मंगल दिन अछि त काल्हि के कोन दिन?,none
lmsys-43,mai,जँ किसानक सत्रह बरद हो आ नौ टा छोड़ि सभ मरि जाय तँ कतेक बाँकी अछि।,none
lmsys-44,mai,यदि 2x+1=x अछि त x की अछि ?,none
lmsys-45,mai,यूरोप में पेरिस कतय अछि ?,none
lmsys-46,mai,2x+1 = 0 के लिये समाधान क्या है |,none
lmsys-47,mai,नौ प्लस दस की होइत छैक?,none
lmsys-48,mai,"कोन संख्या सबसँ पैघ अछि : बीस, चौंतीस वा एकतीस?",none
lmsys-49,mai,चीनक राजधानी की अछि ?,none
lmsys-50,mai,मानक वायलिन मे कतेक तार होइत छैक ?,none
lmsys-51,mai,(3/2)*x + 1 = 0 का हल कितना है |,none
lmsys-52,mai,पाँचसँ दस धरि सभ संख्याक योग कि अछि ?,none
lmsys-53,mai,लाल आ नील रंगक रंग मिला कऽ फेर अपन देबालकेँ रंगब तँ हमर देबालक रंग की हेतै।,none
